time,watts,nits,tag,test_name,test_time,video,preset_picture,abc,backlight,lux,mdd,qs,special_commands,ccf_pps,seconds,APL',R,G,B,waketime,source
2020-10-21 08:14:17,3.20938481861,1.56839174426,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,0.0,34.2,7.3,8.3,7.3,,mock-datalog.csv
2020-10-21 08:14:18,3.39603692998,1.57314405027,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,1.0,32.7,15.9,6.5,3.3,,mock-datalog.csv
2020-10-21 08:14:19,3.00717417476,1.53358181244,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,2.0,33.3,17.2,6.8,3.4,,mock-datalog.csv
2020-10-21 08:14:20,3.39142817571,1.60041552777,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,3.0,33.5,11.1,12.0,13.3,,mock-datalog.csv
2020-10-21 08:14:21,3.5260312914,1.88672644993,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,4.0,34.2,22.2,15.0,10.4,,mock-datalog.csv
2020-10-21 08:14:22,3.71709980804,1.66652105014,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,5.0,33.5,10.4,9.2,7.6,,mock-datalog.csv
2020-10-21 08:14:23,3.14347091156,1.48826435634,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,6.0,33.7,10.6,9.3,7.8,,mock-datalog.csv
2020-10-21 08:14:24,3.29380108491,1.60366682111,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,7.0,33.8,3.7,8.6,21.0,,mock-datalog.csv
2020-10-21 08:14:25,3.15903917491,1.59160590086,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,8.0,32.2,3.6,8.0,19.3,,mock-datalog.csv
2020-10-21 08:14:26,3.36224922622,1.77903493078,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,9.0,32.2,4.1,8.3,19.0,,mock-datalog.csv
2020-10-21 08:14:27,3.49225172715,1.7713286807,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,10.0,32.2,4.4,8.5,18.8,,mock-datalog.csv
2020-10-21 08:14:28,3.45435350343,1.9106111267,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,11.0,32.9,4.5,12.1,10.8,,mock-datalog.csv
2020-10-21 08:14:29,3.39602091435,1.78812659323,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,12.0,33.3,11.7,13.3,12.9,,mock-datalog.csv
2020-10-21 08:14:30,3.08150179194,1.59775866372,2.1,stabilization1,600.0,sdr,aps,off,default_level,,off,,,default,13.0,33.4,11.8,13.3,12.8,,mock-datalog.csv
