Timestamp,Tag,Luminance,Power,Voltage,Frequencey,Serial Buffer,Max Luminance,Camera Temperature
2020-08-26 12:33:01.061174,1 - user command,13.58679175015542,46.63415720241362,120.0,60.0,,328.3972738376265,49.2241968056827
2020-08-26 12:33:02.061174,1 - user command,18.274980386667046,31.088089069107472,120.0,60.0,,156.6325562690587,50.23418115012747
2020-08-26 12:33:03.061174,1 - user command,10.138933412000952,47.55254028150958,120.0,60.0,,15.884702408212824,50.043107698831186
2020-08-26 12:33:04.061174,1 - user command,6.346078710481649,43.27060481030822,120.0,60.0,,78.22314521479923,50.13831106606861
2020-08-26 12:33:05.061174,1 - user command,3.8619686964256905,26.797395319813365,120.0,60.0,,911.6232633868906,50.02212328937546
2020-08-26 12:33:06.061174,1 - user command,1.768716991634458,23.506944792094387,120.0,60.0,,834.6478053891935,50.07945697252299
2020-08-26 12:33:07.061174,1 - user command,0.2518755218869595,25.41775451592988,120.0,60.0,,934.7455664183152,50.90081938689177
2020-08-26 12:33:08.061174,1 - user command,1.533460382622407,81.1370675887522,120.0,60.0,,733.0618716157733,50.51466718233058
2020-08-26 12:33:09.061174,1 - user command,0.048235053896266145,19.106519486102524,120.0,60.0,,596.1033580642286,50.54719359360824
2020-08-26 12:33:10.061174,1 - user command,17.90378420212626,57.48219642567847,120.0,60.0,,390.6767973716263,50.99764500491803
2020-08-26 12:33:11.061174,1 - user command,1.0389395687356329,47.83888046761182,120.0,60.0,,428.05393861667807,49.74199190249142
2020-08-26 12:33:12.061174,1 - user command,7.321312426784665,84.42860872020405,120.0,60.0,,926.3693317697652,50.79009768806774
2020-08-26 12:33:13.061174,1 - user command,2.3770404168820614,12.15448440565825,120.0,60.0,,917.3428417479088,50.11410150343879
2020-08-26 12:33:14.061174,1 - user command,16.413546840619983,30.574262421863285,120.0,60.0,,459.6668671665719,50.929764104396014
2020-08-26 12:33:15.061174,1 - user command,19.38036317424517,0.7583584324283743,120.0,60.0,,728.6258345624174,49.598854921781765
2020-08-26 12:33:16.061174,1 - user command,2.4579017886502896,96.34182177736005,120.0,60.0,,603.1106998425987,50.51130398655705
2020-08-26 12:33:17.061174,1 - user command,4.405516910552465,66.04880693963983,120.0,60.0,,922.7768996973952,50.675868206136066
2020-08-26 12:33:18.061174,1 - user command,15.449234065701102,19.49674482982495,120.0,60.0,,565.9803407358885,50.33650898417967
2020-08-26 12:33:19.061174,1 - user command,5.6193636050959395,34.167744393915726,120.0,60.0,,73.83536072919561,50.56898593711915
2020-08-26 12:33:20.061174,1 - user command,3.6801234118507664,65.78595810549052,120.0,60.0,,251.66871087624676,49.979733780030806
2020-08-26 12:33:21.061174,1 - user command,5.7255647997026315,79.29804248278934,120.0,60.0,,413.3378449321602,49.48411566326187
2020-08-26 12:33:22.061174,1 - user command,16.402607698621445,35.0969910216406,120.0,60.0,,145.64284664853412,50.5247746097616
2020-08-26 12:33:23.061174,1 - user command,9.406792013114808,71.93334771444503,120.0,60.0,,979.8104467522428,49.83133163383348
2020-08-26 12:33:24.061174,1 - user command,7.371952107414463,69.02202532743668,120.0,60.0,,766.5015601775651,49.07163534747379
2020-08-26 12:33:25.061174,1 - user command,5.998367724293596,24.03702245538447,120.0,60.0,,431.83779149907184,49.624407812252684
2020-08-26 12:33:26.061174,1 - user command,16.43803492307263,86.1168516102436,120.0,60.0,,598.1333819431152,50.40423413039914
2020-08-26 12:33:27.061174,1 - user command,7.8640811188024955,68.93088734351942,120.0,60.0,,371.16569319846246,50.94034545425223
2020-08-26 12:33:28.061174,1 - user command,10.25626335377099,66.11694121909821,120.0,60.0,,257.3650840045011,50.006006724401765
2020-08-26 12:33:29.061174,1 - user command,1.391572090535751,96.60533960350082,120.0,60.0,,382.7032476912838,50.041621206345035
2020-08-26 12:33:30.061174,1 - user command,0.6074720017504931,18.314336021602795,120.0,60.0,,125.24988965809636,50.89780471853037
2020-08-26 12:33:31.061174,1 - user command,10.18084535425289,63.72205078728504,120.0,60.0,,23.101900437035972,50.973787324757815
2020-08-26 12:33:32.061174,1 - user command,0.7228662257044172,27.773045640400994,120.0,60.0,,505.2770757907198,49.35314790842283
2020-08-26 12:33:33.061174,1 - user command,16.374513152749465,29.83199784198318,120.0,60.0,,202.87670194076324,49.732463445729834
2020-08-26 12:33:34.061174,1 - user command,13.050571619325247,79.58843794419705,120.0,60.0,,892.0318874483272,50.776647861429296
2020-08-26 12:33:35.061174,1 - user command,9.673740108793327,38.99525038945616,120.0,60.0,,409.4214778442782,49.528622297201665
2020-08-26 12:33:36.061174,1 - user command,4.85044295536966,48.814923618972564,120.0,60.0,,965.7535564523895,49.61432079663017
2020-08-26 12:33:37.061174,1 - user command,16.479864999491703,69.85207896430818,120.0,60.0,,322.8157193668874,50.17490454304332
2020-08-26 12:33:38.061174,1 - user command,6.216073802992477,33.27924352188965,120.0,60.0,,403.29733462331876,50.392289149398046
2020-08-26 12:33:39.061174,1 - user command,4.333280189618023,98.50557844548031,120.0,60.0,,729.6550877041004,49.20802637870121
2020-08-26 12:33:40.061174,1 - user command,8.354047103859356,41.21425083255424,120.0,60.0,,542.6396035543925,49.337396211290155
2020-08-26 12:33:41.061174,1 - user command,1.523353963658991,34.76220329281682,120.0,60.0,,122.55366250036748,50.55559176735909
2020-08-26 12:33:42.061174,1 - user command,13.189433138194763,75.2973801266326,120.0,60.0,,702.6338418336405,50.195669580981736
2020-08-26 12:33:43.061174,1 - user command,12.848722917511555,57.95659270821199,120.0,60.0,,45.07903358338427,50.08483665593231
2020-08-26 12:33:44.061174,1 - user command,0.9446050568047903,57.48377336509039,120.0,60.0,,558.6274319456919,50.9467320450672
2020-08-26 12:33:45.061174,1 - user command,5.83320225891603,29.835288386453808,120.0,60.0,,36.67966540813883,50.46865793341037
2020-08-26 12:33:46.061174,1 - user command,4.692084128663461,76.17338937648027,120.0,60.0,,946.6404704439368,50.79167412939202
2020-08-26 12:33:47.061174,1 - user command,4.745142770356141,85.8254337534538,120.0,60.0,,969.7706231568083,50.99419062923115
2020-08-26 12:33:48.061174,1 - user command,0.6261421846919246,98.2484114341809,120.0,60.0,,397.6185072505656,50.45508294094254
2020-08-26 12:33:49.061174,1 - user command,18.332204416726775,99.11760258762399,120.0,60.0,,776.2136867520104,50.33452252593314
2020-08-26 12:33:50.061174,1 - user command,18.22186578161811,53.95318118014255,120.0,60.0,,413.7494378845238,50.0121508828099
2020-08-26 12:33:51.061174,1 - user command,16.98515937318874,53.87989158194767,120.0,60.0,,776.7337025106998,50.081867718474925
2020-08-26 12:33:52.061174,1 - user command,2.2836681530600123,20.509320534051888,120.0,60.0,,961.4292946105437,50.198124285900406
2020-08-26 12:33:53.061174,1 - user command,8.85106687068152,35.57304235937342,120.0,60.0,,50.63305074351276,50.02521836471409
2020-08-26 12:33:54.061174,1 - user command,3.093380704213262,35.7784643823136,120.0,60.0,,380.55258584632,50.76239126572463
2020-08-26 12:33:55.061174,1 - user command,7.261613306054693,2.65958045151804,120.0,60.0,,934.1913298454901,49.56908724661628
2020-08-26 12:33:56.061174,1 - user command,8.312489159729324,67.71989891861921,120.0,60.0,,563.728255298306,49.718679505063484
2020-08-26 12:33:57.061174,1 - user command,19.6995366000336,44.25323997109456,120.0,60.0,,45.8919157374833,49.43141268400161
2020-08-26 12:33:58.061174,1 - user command,4.276767635354981,37.054703060066615,120.0,60.0,,267.42105110581906,50.65726354242445
2020-08-26 12:33:59.061174,1 - user command,2.9617694157826735,99.9740577162211,120.0,60.0,,680.0979431337593,49.186990968868656
2020-08-26 12:34:00.061174,1 - user command,11.794099402131211,65.5057005534252,120.0,60.0,,120.89459535997405,50.04077108235222
2020-08-26 12:34:01.061174,1 - user command,15.612951548095408,98.56186558430088,120.0,60.0,,756.7170980961216,49.72174465262786
2020-08-26 12:34:02.061174,1 - user command,17.613370982312226,27.363671176048634,120.0,60.0,,717.325163035859,49.822915198299626
2020-08-26 12:34:03.061174,1 - user command,11.532633684854146,52.372453180261594,120.0,60.0,,171.09165923135095,49.939710474307844
2020-08-26 12:34:04.061174,1 - user command,8.240854322983669,85.61511272508736,120.0,60.0,,295.33895302426095,49.22856189812914
2020-08-26 12:34:05.061174,1 - user command,11.414836678610564,16.730365120343127,120.0,60.0,,983.5064445517013,49.684046852138685
2020-08-26 12:34:06.061174,1 - user command,13.140745765879686,77.93691585999424,120.0,60.0,,396.36206790075954,49.27248834476919
2020-08-26 12:34:07.061174,1 - user command,7.455367922457484,1.766841071045644,120.0,60.0,,133.0996000873852,49.99002814083578
2020-08-26 12:34:08.061174,1 - user command,15.991391316985826,8.964781469957162,120.0,60.0,,459.74891137678844,50.921006000631344
2020-08-26 12:34:09.061174,1 - user command,5.328731445162163,19.329615470028983,120.0,60.0,,605.7751148477165,49.5384634040529
2020-08-26 12:34:10.061174,1 - user command,18.58561773428363,6.8041548763346675,120.0,60.0,,921.2338826261417,50.11576777318966
2020-08-26 12:34:11.061174,1 - user command,3.917661354990598,72.04434078913383,120.0,60.0,,637.732244800038,49.66853041849368
2020-08-26 12:34:12.061174,1 - user command,12.01761875864644,13.475311606336538,120.0,60.0,,594.5575947891778,50.72760544369077
2020-08-26 12:34:13.061174,1 - user command,6.689614039183603,29.744445582864167,120.0,60.0,,228.2538116168904,50.051971471785954
2020-08-26 12:34:14.061174,1 - user command,7.925063798404053,9.468842057680337,120.0,60.0,,693.2836646107669,50.4031552495024
2020-08-26 12:34:15.061174,1 - user command,4.62046950616789,18.05648022969595,120.0,60.0,,507.8279082890833,50.0299030695261
2020-08-26 12:34:16.061174,1 - user command,1.8569156831688494,46.16168459217752,120.0,60.0,,763.5495828450075,50.53911150387731
2020-08-26 12:34:17.061174,1 - user command,13.211898326797705,33.70710515604425,120.0,60.0,,441.1994922405319,49.69171623699344
2020-08-26 12:34:18.061174,1 - user command,0.4139822182973707,54.77250274568824,120.0,60.0,,275.421722745539,50.31060749019137
2020-08-26 12:34:19.061174,1 - user command,15.706822889673253,42.9447998541031,120.0,60.0,,428.76982548594447,49.75439329894824
2020-08-26 12:34:20.061174,1 - user command,14.242753016793372,64.44430384429984,120.0,60.0,,172.65694847959622,50.9087783623174
2020-08-26 12:34:21.061174,1 - user command,12.368729233705281,68.38092205651468,120.0,60.0,,834.9399027219162,50.33020531103156
2020-08-26 12:34:22.061174,1 - user command,12.193925860665491,36.20254182526027,120.0,60.0,,592.7988215993358,50.33248905341614
