Timestamp,Tag,Luminance,Power,Voltage,Frequencey,Serial Buffer,Max Luminance,Camera Temperature
2020-08-26 13:21:19.175626,1 - user command,7.391066889868247,49.91057811096452,120.0,60.0,,5.342191806479324,49.194416993047795
2020-08-26 13:21:20.175626,1 - user command,6.732234104224013,28.619599195828116,120.0,60.0,,834.934051340926,49.280653173614354
2020-08-26 13:21:21.175626,1 - user command,6.922530807743367,9.866880884830763,120.0,60.0,,295.3258094454931,49.090411338571876
2020-08-26 13:21:22.175626,1 - user command,5.975804037026058,18.308338523373724,120.0,60.0,,232.14742555466793,50.82449334015739
2020-08-26 13:21:23.175626,1 - user command,17.15678264371484,11.055281957653618,120.0,60.0,,62.96985245156505,49.758469802393854
2020-08-26 13:21:24.175626,1 - user command,2.1649890163795615,2.304061819209835,120.0,60.0,,582.9735556441137,50.582718096161415
2020-08-26 13:21:25.175626,1 - user command,0.9223606191017453,71.25585918864897,120.0,60.0,,929.7797298688678,49.86174455523316
2020-08-26 13:21:26.175626,1 - user command,2.8461766663321386,69.70464636921257,120.0,60.0,,346.2382406959088,49.6495262175811
2020-08-26 13:21:27.175626,1 - user command,18.607629573045376,91.53933426365113,120.0,60.0,,419.430015189128,50.239936412531776
2020-08-26 13:21:28.175626,1 - user command,5.826118317236246,3.0419802535331275,120.0,60.0,,628.3234376078456,50.478545449781706
2020-08-26 13:21:29.175626,1 - user command,1.3325426021135667,22.73794618753674,120.0,60.0,,696.5195968244916,50.53828417103763
2020-08-26 13:21:30.175626,1 - user command,6.581099407518531,83.51769932695244,120.0,60.0,,538.1928392855156,49.020871104587904
2020-08-26 13:21:31.175626,1 - user command,16.61270228232348,11.01135145940626,120.0,60.0,,197.5763502368937,50.170989091257184
2020-08-26 13:21:32.175626,1 - user command,0.21500876384444645,45.84435173356167,120.0,60.0,,389.78626052628687,49.33385413680946
2020-08-26 13:21:33.175626,1 - user command,6.5778746794171745,23.036096442001075,120.0,60.0,,958.6468764278346,50.463100436467826
2020-08-26 13:21:34.175626,1 - user command,1.988049497880091,11.253428871419935,120.0,60.0,,347.64727353283365,49.34505601344204
2020-08-26 13:21:35.175626,1 - user command,10.71165563302674,69.144035495047,120.0,60.0,,808.6046085975363,49.65182613333713
2020-08-26 13:21:36.175626,1 - user command,8.503376392944794,92.83821738193977,120.0,60.0,,187.82578024399498,50.17187742174457
2020-08-26 13:21:37.175626,1 - user command,0.45687448531726904,73.4075981497208,120.0,60.0,,319.8104158863289,50.53788905288015
2020-08-26 13:21:38.175626,1 - user command,6.831440130897246,37.83058097846781,120.0,60.0,,415.9954085014816,49.74667630516235
2020-08-26 13:21:39.175626,1 - user command,15.319055643572073,10.74299915246425,120.0,60.0,,291.77574182456203,50.373913539655696
2020-08-26 13:21:40.175626,1 - user command,15.286576874800122,34.54117094366095,120.0,60.0,,260.00699769433766,50.0839942948678
2020-08-26 13:21:41.175626,1 - user command,11.360996049243319,55.377716763550374,120.0,60.0,,545.9165311201427,50.62156616695022
2020-08-26 13:21:42.175626,1 - user command,14.53958305465225,73.85999680944744,120.0,60.0,,668.3707733889272,49.16600087225868
2020-08-26 13:21:43.175626,1 - user command,12.390974566157713,68.98605698987336,120.0,60.0,,363.74520871348994,49.26192994371278
2020-08-26 13:21:44.175626,1 - user command,7.546216011380203,94.47519442331698,120.0,60.0,,458.26192883729834,49.15367543809191
2020-08-26 13:21:45.175626,1 - user command,8.041260302897136,77.97431853480894,120.0,60.0,,798.3660785853708,49.645380217192155
2020-08-26 13:21:46.175626,1 - user command,19.78069461232544,82.27018259254667,120.0,60.0,,684.1957752867816,50.67148733754489
2020-08-26 13:21:47.175626,1 - user command,12.518329152800193,32.441927265965745,120.0,60.0,,791.6664006943081,50.54862197247755
