time,watts,nits,tag,test_name,test_time,video,preset_picture,abc,backlight,lux,mdd,qs,special_commands,ccf_pps,seconds,APL',R,G,B
2020-04-30 18:48:27,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,0.0,0.0,,,
2020-04-30 18:48:28,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,1.0,0.0,,,
2020-04-30 18:48:29,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,2.0,0.0,,,
2020-04-30 18:48:30,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,3.0,0.0,,,
2020-04-30 18:48:31,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,4.0,0.0,,,
2020-04-30 18:48:32,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,5.0,0.0,,,
2020-04-30 18:48:33,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,6.0,0.0,,,
2020-04-30 18:48:34,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,7.0,0.0,,,
2020-04-30 18:48:35,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,8.0,0.0,,,
2020-04-30 18:48:36,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,9.0,0.0,,,
2020-04-30 18:48:37,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,10.0,0.0,,,
2020-04-30 18:48:38,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,11.0,0.0,,,
2020-04-30 18:48:39,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,12.0,0.0,,,
2020-04-30 18:48:40,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,13.0,0.0,,,
2020-04-30 18:48:41,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,14.0,0.0,,,
2020-04-30 18:48:42,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,15.0,0.0,,,
2020-04-30 18:48:43,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,16.0,0.0,,,
2020-04-30 18:48:44,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,17.0,0.0,,,
2020-04-30 18:48:45,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,18.0,0.0,,,
2020-04-30 18:48:46,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,19.0,0.0,,,
2020-04-30 18:48:47,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,20.0,0.0,,,
2020-04-30 18:48:48,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,21.0,0.0,,,
2020-04-30 18:48:49,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,22.0,0.0,,,
2020-04-30 18:48:50,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,23.0,0.0,,,
2020-04-30 18:48:51,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,24.0,0.0,,,
2020-04-30 18:48:52,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,25.0,0.0,,,
2020-04-30 18:48:53,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,26.0,0.0,,,
2020-04-30 18:48:54,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,27.0,0.0,,,
2020-04-30 18:48:55,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,28.0,0.0,,,
2020-04-30 18:48:56,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,29.0,0.0,,,
2020-04-30 18:48:57,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,30.0,0.0,,,
2020-04-30 18:48:58,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,31.0,0.0,,,
2020-04-30 18:48:59,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,32.0,0.0,,,
2020-04-30 18:49:00,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,33.0,0.0,,,
2020-04-30 18:49:01,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,34.0,0.0,,,
2020-04-30 18:49:02,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,35.0,0.0,,,
2020-04-30 18:49:03,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,36.0,0.0,,,
2020-04-30 18:49:04,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,37.0,0.0,,,
2020-04-30 18:49:05,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,38.0,0.0,,,
2020-04-30 18:49:06,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,39.0,0.0,,,
2020-04-30 18:49:07,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,40.0,0.0,,,
2020-04-30 18:49:08,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,41.0,0.0,,,
2020-04-30 18:49:09,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,42.0,0.0,,,
2020-04-30 18:49:10,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,43.0,0.0,,,
2020-04-30 18:49:11,1.930357324,100.0,5.0,standby_google,2400.0,,,,,,,off,,,44.0,0.0,,,
